date,region,measures,unit,index_value
Jun-82,Canada,Consumer Price Index (CPI) inversely weighted by volatility and is adjusted to exclude the effect of changes in indirect taxes (CPIW) (year-over-year percent change),Percent,10.4
Jul-82,Canada,Consumer Price Index (CPI) inversely weighted by volatility and is adjusted to exclude the effect of changes in indirect taxes (CPIW) (year-over-year percent change),Percent,10
Aug-82,Canada,Consumer Price Index (CPI) inversely weighted by volatility and is adjusted to exclude the effect of changes in indirect taxes (CPIW) (year-over-year percent change),Percent,9.9
Sep-82,Canada,Consumer Price Index (CPI) inversely weighted by volatility and is adjusted to exclude the effect of changes in indirect taxes (CPIW) (year-over-year percent change),Percent,9.8
Oct-82,Canada,Consumer Price Index (CPI) inversely weighted by volatility and is adjusted to exclude the effect of changes in indirect taxes (CPIW) (year-over-year percent change),Percent,9.5
Nov-82,Canada,Consumer Price Index (CPI) inversely weighted by volatility and is adjusted to exclude the effect of changes in indirect taxes (CPIW) (year-over-year percent change),Percent,9.2
Dec-82,Canada,Consumer Price Index (CPI) inversely weighted by volatility and is adjusted to exclude the effect of changes in indirect taxes (CPIW) (year-over-year percent change),Percent,9
Jan-83,Canada,Consumer Price Index (CPI) inversely weighted by volatility and is adjusted to exclude the effect of changes in indirect taxes (CPIW) (year-over-year percent change),Percent,8.3
Feb-83,Canada,Consumer Price Index (CPI) inversely weighted by volatility and is adjusted to exclude the effect of changes in indirect taxes (CPIW) (year-over-year percent change),Percent,7.8
Mar-83,Canada,Consumer Price Index (CPI) inversely weighted by volatility and is adjusted to exclude the effect of changes in indirect taxes (CPIW) (year-over-year percent change),Percent,7.3
Apr-83,Canada,Consumer Price Index (CPI) inversely weighted by volatility and is adjusted to exclude the effect of changes in indirect taxes (CPIW) (year-over-year percent change),Percent,6.9
May-83,Canada,Consumer Price Index (CPI) inversely weighted by volatility and is adjusted to exclude the effect of changes in indirect taxes (CPIW) (year-over-year percent change),Percent,6.1
Jun-83,Canada,Consumer Price Index (CPI) inversely weighted by volatility and is adjusted to exclude the effect of changes in indirect taxes (CPIW) (year-over-year percent change),Percent,5.5
Jul-83,Canada,Consumer Price Index (CPI) inversely weighted by volatility and is adjusted to exclude the effect of changes in indirect taxes (CPIW) (year-over-year percent change),Percent,5.5
Aug-83,Canada,Consumer Price Index (CPI) inversely weighted by volatility and is adjusted to exclude the effect of changes in indirect taxes (CPIW) (year-over-year percent change),Percent,5.2
Sep-83,Canada,Consumer Price Index (CPI) inversely weighted by volatility and is adjusted to exclude the effect of changes in indirect taxes (CPIW) (year-over-year percent change),Percent,4.9
Oct-83,Canada,Consumer Price Index (CPI) inversely weighted by volatility and is adjusted to exclude the effect of changes in indirect taxes (CPIW) (year-over-year percent change),Percent,4.7
Nov-83,Canada,Consumer Price Index (CPI) inversely weighted by volatility and is adjusted to exclude the effect of changes in indirect taxes (CPIW) (year-over-year percent change),Percent,4.2
Dec-83,Canada,Consumer Price Index (CPI) inversely weighted by volatility and is adjusted to exclude the effect of changes in indirect taxes (CPIW) (year-over-year percent change),Percent,4.3
Jan-84,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 2002=100",62.1
Jan-84,Canada,Consumer Price Index (CPI) inversely weighted by volatility and is adjusted to exclude the effect of changes in indirect taxes (CPIW) (year-over-year percent change),Percent,4.6
Jan-84,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 2002=100",63.3
Jan-84,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 1992=100",75.5
Jan-84,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 1992=100",73.4
Jan-84,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 1992=100",75.7
Jan-84,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 1992=100",73.6
Jan-84,Canada,Consumer Price Index (CPI) excluding 8 of the most volatile components and indirect taxes (CPIX),"Index, 1986=100",90.9
Jan-84,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 1986=100",92
Jan-84,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 1986=100",91.3
Jan-84,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 1986=100",92.4
Jan-84,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 1986=100",91.5
Feb-84,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 2002=100",62.3
Feb-84,Canada,Consumer Price Index (CPI) inversely weighted by volatility and is adjusted to exclude the effect of changes in indirect taxes (CPIW) (year-over-year percent change),Percent,4.5
Feb-84,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 2002=100",63.6
Feb-84,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 1992=100",75.9
Feb-84,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 1992=100",73.6
Feb-84,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 1992=100",76
Feb-84,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 1992=100",73.7
Feb-84,Canada,Consumer Price Index (CPI) excluding 8 of the most volatile components and indirect taxes (CPIX),"Index, 1986=100",91.3
Feb-84,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 1986=100",92.5
Feb-84,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 1986=100",91.6
Feb-84,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 1986=100",92.7
Feb-84,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 1986=100",91.7
Feb-84,Canada,Contribution of indirect taxes to monthly growth rate of the Consumer Price Index (CPI),Percent,0
Feb-84,Canada,Contribution of indirect taxes to monthly growth rate of the Consumer Price Index (CPI) excluding food and energy,Percent,0
Mar-84,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 2002=100",62.7
Mar-84,Canada,Consumer Price Index (CPI) inversely weighted by volatility and is adjusted to exclude the effect of changes in indirect taxes (CPIW) (year-over-year percent change),Percent,4.4
Mar-84,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 2002=100",63.7
Mar-84,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 1992=100",76
Mar-84,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 1992=100",74
Mar-84,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 1992=100",76
Mar-84,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 1992=100",73.9
Mar-84,Canada,Consumer Price Index (CPI) excluding 8 of the most volatile components and indirect taxes (CPIX),"Index, 1986=100",91.8
Mar-84,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 1986=100",92.8
Mar-84,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 1986=100",92
Mar-84,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 1986=100",92.7
Mar-84,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 1986=100",91.9
Mar-84,Canada,Contribution of indirect taxes to monthly growth rate of the Consumer Price Index (CPI),Percent,0
Mar-84,Canada,Contribution of indirect taxes to monthly growth rate of the Consumer Price Index (CPI) excluding food and energy,Percent,0
Apr-84,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 2002=100",62.8
Apr-84,Canada,Consumer Price Index (CPI) inversely weighted by volatility and is adjusted to exclude the effect of changes in indirect taxes (CPIW) (year-over-year percent change),Percent,4.4
Apr-84,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 2002=100",63.9
Apr-84,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 1992=100",76.3
Apr-84,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 1992=100",74.2
Apr-84,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 1992=100",76.2
Apr-84,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 1992=100",74.1
Apr-84,Canada,Consumer Price Index (CPI) excluding 8 of the most volatile components and indirect taxes (CPIX),"Index, 1986=100",92.1
Apr-84,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 1986=100",93
Apr-84,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 1986=100",92.2
Apr-84,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 1986=100",93
Apr-84,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 1986=100",92.2
Apr-84,Canada,Contribution of indirect taxes to monthly growth rate of the Consumer Price Index (CPI),Percent,0
Apr-84,Canada,Contribution of indirect taxes to monthly growth rate of the Consumer Price Index (CPI) excluding food and energy,Percent,0
May-84,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 2002=100",63
May-84,Canada,Consumer Price Index (CPI) inversely weighted by volatility and is adjusted to exclude the effect of changes in indirect taxes (CPIW) (year-over-year percent change),Percent,4.4
May-84,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 2002=100",63.9
May-84,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 1992=100",76.3
May-84,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 1992=100",74.4
May-84,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 1992=100",76.3
May-84,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 1992=100",74.5
May-84,Canada,Consumer Price Index (CPI) excluding 8 of the most volatile components and indirect taxes (CPIX),"Index, 1986=100",92.3
May-84,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 1986=100",93.1
May-84,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 1986=100",92.5
May-84,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 1986=100",93.1
May-84,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 1986=100",92.6
May-84,Canada,Contribution of indirect taxes to monthly growth rate of the Consumer Price Index (CPI),Percent,0
May-84,Canada,Contribution of indirect taxes to monthly growth rate of the Consumer Price Index (CPI) excluding food and energy,Percent,0
Jun-84,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 2002=100",63.1
Jun-84,Canada,Consumer Price Index (CPI) inversely weighted by volatility and is adjusted to exclude the effect of changes in indirect taxes (CPIW) (year-over-year percent change),Percent,4.1
Jun-84,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 2002=100",64.3
Jun-84,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 1992=100",76.7
Jun-84,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 1992=100",74.5
Jun-84,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 1992=100",76.6
Jun-84,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 1992=100",74.6
Jun-84,Canada,Consumer Price Index (CPI) excluding 8 of the most volatile components and indirect taxes (CPIX),"Index, 1986=100",92.4
Jun-84,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 1986=100",93.5
Jun-84,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 1986=100",92.7
Jun-84,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 1986=100",93.5
Jun-84,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 1986=100",92.8
Jun-84,Canada,Contribution of indirect taxes to monthly growth rate of the Consumer Price Index (CPI),Percent,0
Jun-84,Canada,Contribution of indirect taxes to monthly growth rate of the Consumer Price Index (CPI) excluding food and energy,Percent,0
Jul-84,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 2002=100",63.4
Jul-84,Canada,Consumer Price Index (CPI) inversely weighted by volatility and is adjusted to exclude the effect of changes in indirect taxes (CPIW) (year-over-year percent change),Percent,4
Jul-84,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 2002=100",64.5
Jul-84,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 1992=100",77.1
Jul-84,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 1992=100",74.8
Jul-84,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 1992=100",77
Jul-84,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 1992=100",74.8
Jul-84,Canada,Consumer Price Index (CPI) excluding 8 of the most volatile components and indirect taxes (CPIX),"Index, 1986=100",92.6
Jul-84,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 1986=100",94
Jul-84,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 1986=100",93
Jul-84,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 1986=100",93.9
Jul-84,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 1986=100",93.1
Jul-84,Canada,Contribution of indirect taxes to monthly growth rate of the Consumer Price Index (CPI),Percent,0
Jul-84,Canada,Contribution of indirect taxes to monthly growth rate of the Consumer Price Index (CPI) excluding food and energy,Percent,0
Aug-84,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 2002=100",63.5
Aug-84,Canada,Consumer Price Index (CPI) inversely weighted by volatility and is adjusted to exclude the effect of changes in indirect taxes (CPIW) (year-over-year percent change),Percent,3.7
Aug-84,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 2002=100",64.5
Aug-84,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 1992=100",77.1
Aug-84,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 1992=100",75
Aug-84,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 1992=100",77.1
Aug-84,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 1992=100",75
Aug-84,Canada,Consumer Price Index (CPI) excluding 8 of the most volatile components and indirect taxes (CPIX),"Index, 1986=100",92.8
Aug-84,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 1986=100",94
Aug-84,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 1986=100",93.3
Aug-84,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 1986=100",94
Aug-84,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 1986=100",93.3
Aug-84,Canada,Contribution of indirect taxes to monthly growth rate of the Consumer Price Index (CPI),Percent,0
Aug-84,Canada,Contribution of indirect taxes to monthly growth rate of the Consumer Price Index (CPI) excluding food and energy,Percent,0
Sep-84,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 2002=100",63.7
Sep-84,Canada,Consumer Price Index (CPI) inversely weighted by volatility and is adjusted to exclude the effect of changes in indirect taxes (CPIW) (year-over-year percent change),Percent,3.7
Sep-84,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 2002=100",64.6
Sep-84,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 1992=100",77.2
Sep-84,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 1992=100",75.2
Sep-84,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 1992=100",77.2
Sep-84,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 1992=100",75.2
Sep-84,Canada,Consumer Price Index (CPI) excluding 8 of the most volatile components and indirect taxes (CPIX),"Index, 1986=100",93.2
Sep-84,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 1986=100",94.1
Sep-84,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 1986=100",93.6
Sep-84,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 1986=100",94.2
Sep-84,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 1986=100",93.5
Sep-84,Canada,Contribution of indirect taxes to monthly growth rate of the Consumer Price Index (CPI),Percent,0
Sep-84,Canada,Contribution of indirect taxes to monthly growth rate of the Consumer Price Index (CPI) excluding food and energy,Percent,0
Oct-84,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 2002=100",63.8
Oct-84,Canada,Consumer Price Index (CPI) inversely weighted by volatility and is adjusted to exclude the effect of changes in indirect taxes (CPIW) (year-over-year percent change),Percent,3.5
Oct-84,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 2002=100",64.7
Oct-84,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 1992=100",77.2
Oct-84,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 1992=100",75.3
Oct-84,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 1992=100",77.1
Oct-84,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 1992=100",74.9
Oct-84,Canada,Consumer Price Index (CPI) excluding 8 of the most volatile components and indirect taxes (CPIX),"Index, 1986=100",93.4
Oct-84,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 1986=100",94.1
Oct-84,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 1986=100",93.6
Oct-84,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 1986=100",94
Oct-84,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 1986=100",93.2
Oct-84,Canada,Contribution of indirect taxes to monthly growth rate of the Consumer Price Index (CPI),Percent,0.2
Oct-84,Canada,Contribution of indirect taxes to monthly growth rate of the Consumer Price Index (CPI) excluding food and energy,Percent,0.2
Nov-84,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 2002=100",64
Nov-84,Canada,Consumer Price Index (CPI) inversely weighted by volatility and is adjusted to exclude the effect of changes in indirect taxes (CPIW) (year-over-year percent change),Percent,3.8
Nov-84,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 2002=100",65
Nov-84,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 1992=100",77.6
Nov-84,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 1992=100",75.6
Nov-84,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 1992=100",77.6
Nov-84,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 1992=100",75.3
Nov-84,Canada,Consumer Price Index (CPI) excluding 8 of the most volatile components and indirect taxes (CPIX),"Index, 1986=100",93.9
Nov-84,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 1986=100",94.8
Nov-84,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 1986=100",94
Nov-84,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 1986=100",94.7
Nov-84,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 1986=100",93.7
Nov-84,Canada,Contribution of indirect taxes to monthly growth rate of the Consumer Price Index (CPI),Percent,0
Nov-84,Canada,Contribution of indirect taxes to monthly growth rate of the Consumer Price Index (CPI) excluding food and energy,Percent,0
Dec-84,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 2002=100",64
Dec-84,Canada,Consumer Price Index (CPI) inversely weighted by volatility and is adjusted to exclude the effect of changes in indirect taxes (CPIW) (year-over-year percent change),Percent,3.7
Dec-84,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 2002=100",65
Dec-84,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 1992=100",77.6
Dec-84,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 1992=100",75.6
Dec-84,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 1992=100",77.9
Dec-84,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 1992=100",75.5
Dec-84,Canada,Consumer Price Index (CPI) excluding 8 of the most volatile components and indirect taxes (CPIX),"Index, 1986=100",93.9
Dec-84,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 1986=100",94.8
Dec-84,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 1986=100",94
Dec-84,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 1986=100",95
Dec-84,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 1986=100",93.9
Dec-84,Canada,Contribution of indirect taxes to monthly growth rate of the Consumer Price Index (CPI),Percent,0
Dec-84,Canada,Contribution of indirect taxes to monthly growth rate of the Consumer Price Index (CPI) excluding food and energy,Percent,0
Jan-85,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 2002=100",64
Jan-85,Canada,Consumer Price Index (CPI) inversely weighted by volatility and is adjusted to exclude the effect of changes in indirect taxes (CPIW) (year-over-year percent change),Percent,3.9
Jan-85,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 2002=100",65.4
Jan-85,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 1992=100",78.1
Jan-85,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 1992=100",75.6
